time,pitch,roll,yaw,ax,ay,az,gx,gy,gz,x,y,vx,vy
1732390553721,4.49007,-3.13635,-118.341,0.0890141,0.0750904,1.05731,0.0775146,-2.48486,2.42041,12.1445,6.86035,0.386347,-0.208364
1732390553783,4.42888,-3.05278,-118.256,0.0689716,0.0832691,0.945881,-0.730713,4.12866,2.41309,12.1592,6.85352,0.394198,-0.21231
1732390553783,4.19737,-2.99997,-118.233,-0.00834274,-0.183432,1.33265,6.50525,-2.25549,4.15283,12.1748,6.8457,0.366602,-0.196294
1732390553844,4.06468,-2.92656,-118.166,0.0723038,-0.138025,1.22993,4.68799,-2.74817,0.484497,12.1895,6.83789,0.338686,-0.181352
1732390553901,4.05376,-3.09334,-118.234,0.0337372,-0.0940895,0.580206,-4.89209,-6.42725,-2.78015,12.2031,6.82812,0.313298,-0.168501
1732390553901,3.98813,-3.16563,-118.356,0.0239468,0.204391,0.685637,-14.024,-0.987305,3.68713,12.2168,6.82227,0.293901,-0.158137
1732390553985,3.9426,-3.04547,-118.401,0.207785,0.228491,0.914995,-9.27429,0.68335,-1.51978,12.2275,6.81543,0.306359,-0.165716
1732390553985,4.05009,-3.01236,-118.39,-0.10775,0.000986099,0.656084,-7.01038,0.179077,0.515503,12.2412,6.80957,0.337598,-0.18326
1732390554046,4.12399,-3.0117,-118.488,0.0251026,-0.0864954,0.841324,0.30542,-2.90015,1.85156,12.2549,6.80176,0.332654,-0.18061
1732390554104,4.04155,-3.00463,-118.507,0.0145874,0.0881176,0.80929,-0.939087,-3.901,1.9386,12.2676,6.79395,0.341261,-0.185218
1732390554104,4.25911,-2.91088,-118.57,-0.00302124,0.0146198,0.917768,-2.63696,1.10034,-3.80664,12.2812,6.78613,0.376799,-0.205511
1732390554169,4.40144,-3.04957,-118.574,-0.115419,-0.223727,0.678347,2.37683,2.32629,0.480835,12.2969,6.77832,0.390938,-0.213134
1732390554169,4.53398,-2.9382,-118.676,0.106838,-0.0996504,1.10546,-0.818359,5.29932,-3.39075,12.3115,6.76953,0.38989,-0.213543
1732390554226,4.56401,-3.05389,-118.648,-0.200301,-0.0134811,0.984703,-9.30957,-2.65625,3.5791,12.3271,6.76172,0.383344,-0.209003
1732390554309,4.55107,-3.14251,-118.726,-0.106277,-0.0578327,1.25256,-0.974976,4.16516,-3.98865,12.3428,6.75391,0.370202,-0.202855
1732390554369,4.56161,-2.94567,-118.695,-0.00860023,0.0609264,1.17989,-0.463989,2.45972,2.82544,12.3574,6.74414,0.363853,-0.198236
1732390554369,4.39928,-3.02606,-118.535,-0.089757,0.0279465,0.566347,-4.78625,0.999634,1.26746,12.373,6.73633,0.350378,-0.19038
1732390554369,4.21849,-2.92366,-118.553,-0.0901852,0.0121555,0.831203,-2.0813,0.855957,-2.47949,12.3867,6.72949,0.327209,-0.177998
1732390554428,4.1833,-2.93033,-118.51,0.0961742,0.10251,0.697975,-12.9702,-0.191162,-2.93445,12.3994,6.72363,0.308071,-0.168305
1732390554494,3.85611,-2.92097,-118.619,0.050211,0.149918,0.515181,-14.7809,-0.228394,5.43408,12.4131,6.71582,0.29817,-0.162525
1732390554494,3.83995,-2.84705,-118.688,-0.335741,-0.0391979,1.55684,-4.8988,0.194336,-1.93921,12.4248,6.70801,0.317785,-0.173738
1732390554577,4.04027,-2.95867,-118.704,0.0679493,-0.50967,0.884747,6.60449,1.4718,-1.6615,12.4375,6.70215,0.326307,-0.178621
1732390554577,4.3089,-2.84837,-118.667,-0.0603762,0.0697021,0.960356,-5.38916,-0.381104,-0.679932,12.4492,6.69434,0.321694,-0.176231
1732390554630,4.20139,-2.78281,-118.637,-0.138885,-0.0490932,0.804161,-5.18835,-6.87683,5.5592,12.4648,6.6875,0.353613,-0.192568
1732390554694,4.17903,-2.72269,-118.638,0.0173016,0.10743,0.83359,-1.79919,1.4386,0,12.4775,6.67969,0.355727,-0.193881
1732390554694,4.31265,-2.71282,-118.57,0.0303383,-0.0942879,0.805719,-2.64514,-1.67346,2.59802,12.4932,6.66992,0.37007,-0.201281
1732390554773,4.60217,-2.78889,-118.542,-0.153095,-0.145932,0.943907,2.58044,-0.707886,-2.03333,12.5088,6.66211,0.383018,-0.208211
1732390554832,4.37405,-2.67815,-118.486,0.00843239,-0.237817,1.21329,4.92432,-0.550659,0,12.5234,6.6543,0.393156,-0.213027
1732390554832,4.22249,-2.57315,-118.423,-0.254368,-0.242286,1.83641,10.0093,-4.22522,-0.473511,12.5391,6.64746,0.392948,-0.211657
1732390554892,4.09146,-2.59185,-118.202,-0.233618,0.0175838,1.38792,2.11926,-3.10291,0.731445,12.5537,6.63965,0.387918,-0.207798
1732390554892,3.90446,-2.47053,-118.142,-0.197274,-0.0191679,2.58402,-5.26367,1.24377,1.70874,12.5674,6.62988,0.361053,-0.193299
1732390554954,3.84967,-2.41718,-118.125,-0.143332,-0.197104,1.52109,-1.92957,1.24719,5.83264,12.583,6.62207,0.324622,-0.173235
1732390555016,3.84369,-2.35471,-118.02,-0.373031,-0.0891285,1.65322,-2.84009,-2.82422,4.37878,12.5938,6.61621,0.321095,-0.171242
1732390555016,3.92705,-2.40501,-118.112,0.0406799,-0.0633278,0.707861,-1.44861,0.0150146,2.05371,12.6074,6.60938,0.30696,-0.163624
1732390555078,3.91302,-2.32866,-118.11,0.208664,-0.0697575,0.722134,-0.385498,-0.0247803,-1.43262,12.6211,6.60352,0.312383,-0.166567
1732390555153,4.05818,-2.40196,-118.028,0.00501442,-0.257009,1.09,-1.23596,-0.0754395,-0.940674,12.6348,6.5957,0.342944,-0.182618
1732390555153,4.24838,-2.35867,-118.057,-0.149549,-0.254737,1.14741,-0.191528,3.84045,-4.13062,12.6455,6.58789,0.342724,-0.18273
1732390555226,4.52097,-2.55909,-117.981,-0.291052,-0.306388,0.717157,3.2323,-3.36987,-3.31445,12.6611,6.58008,0.354836,-0.189373
1732390555287,4.52382,-2.36304,-118.07,0.126926,-0.0452337,0.69182,-3.10913,-2.1875,0,12.6758,6.57227,0.380412,-0.203358
1732390555287,4.5407,-2.4631,-118.163,-0.230026,-0.22671,1.43788,-6.01074,1.39258,0,12.6895,6.56543,0.391997,-0.209948
1732390555342,4.5145,-2.41377,-118.207,-0.00460339,-0.0244646,1.23351,2.39441,-1.82629,0.602783,12.707,6.55762,0.384841,-0.206233
1732390555342,4.47697,-2.35627,-118.097,0.0899792,0.12232,0.393366,-9.30249,-2.68274,4.37097,12.7197,6.54785,0.384841,-0.206233
1732390555405,4.42317,-2.31124,-118.125,-0.329906,-0.167221,1.58185,-1.51208,-2.88403,3.08533,12.7373,6.54004,0.366462,-0.195741
1732390555486,4.2222,-2.1813,-118.184,0.436733,0.209581,0.868004,3.38647,5.104,-3.30798,12.751,6.53223,0.363931,-0.195567
1732390555486,3.87935,-2.24128,-118.253,-0.0199251,-0.0357246,1.10994,-1.25378,-2.14502,2.62805,12.7656,6.52539,0.363226,-0.19518
1732390555546,3.67043,-2.36037,-118.386,-0.03685,0.057579,1.08767,9.55029,3.44043,-4.95117,12.7793,6.51758,0.352989,-0.191476
1732390555546,3.57928,-2.36395,-118.515,-0.111063,0.113276,0.805002,-1.67944,0.201416,-3.36523,12.793,6.51172,0.309344,-0.16889
1732390555604,3.63841,-2.39029,-118.647,-0.13756,0.0362644,0.707201,-9.59045,-6.88879,4.55383,12.8037,6.50391,0.293118,-0.159833
1732390555730,3.62941,-2.52106,-118.713,-0.114522,-0.13062,0.589464,-10.8584,-1.24536,-2.56934,12.8174,6.49609,0.312431,-0.17088
1732390555731,3.5114,-2.57092,-118.748,0.0289268,0.0918674,0.726797,6.46021,2.36035,-6.25732,12.8311,6.49023,0.340309,-0.186846
1732390555731,3.71773,-2.65626,-118.746,0.201399,-0.263567,0.832214,7.40906,2.20178,-2.36719,12.8438,6.4834,0.355076,-0.195475
1732390555790,3.83963,-2.67683,-118.722,-0.141789,-0.184639,0.741562,2.64148,-1.672,6.76868,12.8574,6.47559,0.345622,-0.18951
1732390555790,3.70425,-2.58417,-118.758,0.0905781,-0.184358,0.817863,-7.82959,6.50049,0,12.873,6.46582,0.375819,-0.206001
1732390555853,3.9458,-2.52432,-118.681,-0.280264,-0.217905,1.1709,-1.53076,1.67224,1.82251,12.8877,6.45801,0.380635,-0.207716
1732390555853,3.91023,-2.61183,-118.628,0.0203552,-0.0752153,1.22144,5.74536,0.317383,0.855957,12.8877,6.45801,0.380635,-0.207716
1732390555920,3.91682,-2.76314,-118.532,0.0739937,0.0447083,0.695791,-2.12073,0.910278,-0.402832,12.9189,6.44141,0.393543,-0.214102
1732390555982,3.90594,-2.75288,-118.561,0.0292244,-0.00924206,1.02536,-1.00256,-2.75476,-1.30457,12.9316,6.43359,0.383092,-0.208591
1732390555982,3.89691,-2.75264,-118.616,-0.124567,-0.0180588,0.583738,-0.78833,-3.58594,-2.19678,12.9473,6.42578,0.35104,-0.191817
1732390556048,3.75362,-2.62971,-118.598,-0.223935,0.087719,0.922768,-9.80859,-6.48315,0,12.9619,6.41797,0.334168,-0.182079
1732390556102,3.59233,-2.72474,-118.552,-0.210841,0.39707,1.40145,-1.40515,1.14746,-2.71558,12.9756,6.41016,0.32627,-0.177712
1732390556102,3.62492,-2.62935,-118.463,-0.034133,-0.0971212,0.743776,-7.53235,-2.01318,2.7406,12.9873,6.40527,0.307223,-0.166912
1732390556163,3.72456,-2.51131,-118.488,-0.0275497,-0.186209,0.599476,3.57605,-4.19324,2.80786,13,6.39746,0.294874,-0.160108
1732390556225,3.68271,-2.47783,-118.56,0.0118923,-0.133557,1.52064,-0.536255,3.83923,-1.93225,13.0117,6.3916,0.320611,-0.17445
1732390556225,3.61127,-2.50602,-118.51,-0.152027,-0.0256701,0.831902,-8.71558,-4.19238,0,13.0254,6.38184,0.336399,-0.183081
1732390556287,3.56046,-2.51846,-118.509,-0.196774,-0.00164509,0.747585,-0.590088,0.169312,2.11523,13.0391,6.37598,0.348877,-0.18938
1732390556355,3.64044,-2.47307,-118.435,0.055769,-0.125369,0.524921,-2.81116,-3.23987,2.16418,13.0537,6.36816,0.385938,-0.208983
1732390556355,3.71921,-2.46277,-118.387,-0.113285,0.0281677,0.688162,-1.34302,-0.461304,1.60498,13.0693,6.36133,0.377143,-0.203716
1732390556423,3.83797,-2.50941,-118.253,-0.13816,-0.0881338,1.04874,-0.0345459,0.12561,2.90247,13.084,6.35156,0.375629,-0.202311
1732390556491,3.9209,-2.6116,-118.284,0.199005,0.0314407,0.47072,-2.79736,4.13257,-3.1228,13.0977,6.34375,0.366765,-0.197106
1732390556491,3.94266,-2.59231,-118.37,0.059206,0.110901,0.625479,-8.08777,0.00622559,3.07776,13.1152,6.33594,0.368543,-0.199141
1732390556555,3.81808,-2.63234,-118.322,-0.0450764,0.050066,0.984251,-6.2843,0.750488,4.68347,13.1279,6.32715,0.373589,-0.201632
1732390556555,3.66896,-2.70899,-118.322,-0.0450764,0.050066,0.984251,-6.2843,0.750488,4.68347,13.1455,6.31934,0.374255,-0.20155
1732390556611,3.35985,-2.48871,-118.269,0.077734,-0.0872316,0.787922,1.32678,4.29346,6.55322,13.1592,6.31152,0.343395,-0.184982
1732390556672,3.29674,-2.48848,-118.272,-0.0235577,-0.214217,1.33927,9.82446,3.71887,-2.56189,13.1719,6.30371,0.339375,-0.181846
1732390556672,3.48172,-2.6046,-118.237,-0.0696917,-0.123879,0.89222,4.26941,-1.16248,-2.79773,13.1836,6.29785,0.318998,-0.171285
1732390556739,3.68164,-2.61917,-118.274,0.0517273,-0.0906696,0.74725,-4.61304,3.74084,-0.625854,13.1973,6.29004,0.308437,-0.16606
1732390556800,3.75912,-2.57571,-118.285,-0.10807,-0.173697,0.901468,-4.54517,3.11182,1.72498,13.208,6.28516,0.308069,-0.166044
1732390556800,3.91605,-2.66824,-118.308,0.0329227,-0.121523,0.864576,-2.43298,2.1897,1.79102,13.2217,6.27734,0.346581,-0.186754
1732390556859,3.91605,-2.66824,-118.308,0.0329227,-0.121523,0.864576,-2.43298,2.1897,1.79102,13.2354,6.27148,0.347451,-0.186811
1732390556927,4.16539,-2.70599,-118.136,0.0234547,0.00255203,0.954145,-5.75342,-2.24463,4.3645,13.25,6.26172,0.357216,-0.191535
1732390556984,4.22351,-2.61443,-118.083,0.121586,-0.332097,0.803801,1.06458,-1.18457,6.43567,13.2637,6.25391,0.385298,-0.205838
1732390556984,4.022,-2.71688,-118.096,0.116838,-0.332454,1.19156,1.06458,-1.18457,6.43567,13.2812,6.24609,0.386304,-0.205455
1732390557045,3.95271,-2.80413,-118.039,-0.0316544,-0.151644,0.944519,9.62683,-3.41638,-4.27808,13.2959,6.23926,0.39715,-0.211261
1732390557045,3.96767,-2.72622,-118.158,-0.13487,-0.255392,1.53987,4.0293,-3.87952,-1.57373,13.3115,6.22949,0.385833,-0.205957
1732390557112,3.92041,-2.7124,-118.258,-0.129101,0.0472622,1.16304,6.63379,-5.80872,-4.72778,13.3262,6.22168,0.361027,-0.19317
1732390557112,3.82576,-2.64119,-118.195,0.166908,-0.111882,0.830397,6.39038,-0.208496,-0.453003,13.3398,6.21387,0.356681,-0.191562
1732390557172,3.66293,-2.8296,-118.034,-0.140683,-0.0147514,1.31952,15.4233,6.76746,6.92578,13.3555,6.20605,0.322289,-0.172256
1732390557236,3.5583,-2.65781,-117.409,0.266893,0.228012,0.541193,-32.0314,-21.4885,24.5692,13.3672,6.20117,0.299209,-0.158188
1732390557236,3.25963,-2.74059,-115.379,-0.124548,-0.104058,1.24288,-6.4209,-7.73779,56.7092,13.3779,6.19531,0.267297,-0.1336
1732390557299,3.08533,-2.62339,-112.879,-0.0667858,-0.244333,1.12314,14.3063,3.53601,76.1487,13.3916,6.1875,0.344525,-0.153941
1732390557359,2.87085,-2.29848,-109.019,-0.177693,0.00139618,1.24324,10.5043,6.34338,98.1382,13.4053,6.18164,0.329996,-0.126517
