time,pitch,roll,yaw,ax,ay,az,gx,gy,gz,x,y,vx,vy
1732389389488,3.70724,-2.86928,-132.899,-0.0468063,-0.0545607,0.985744,-0.125122,0.21936,0,-0.00195312,0.00195312,0,0
1732389389488,3.73943,-2.86703,-132.9,-0.0468063,-0.0661974,0.993395,0.0524902,0.032959,0,-0.00195312,0.00195312,0,0
1732389389551,3.72218,-2.84767,-132.9,-0.0429811,-0.0623798,0.993631,-0.125122,0.286133,0,-0.00195312,0.00195312,0,0
1732389389614,3.73447,-2.84573,-132.9,-0.0469341,-0.0662003,0.997349,0.0467529,-0.145508,0,-0.00195312,0.00195312,0,0
1732389389614,3.72594,-2.85923,-132.9,-0.0464211,-0.0661898,0.981535,-0.00952148,-0.0279541,0,-0.00195312,0.00195312,0,0
1732389389676,3.72733,-2.86449,-132.9,-0.0542002,-0.062192,0.977365,0.110107,-0.0905762,0,-0.00195312,0.00195312,0,0
1732389389740,3.74133,-2.85436,-132.9,-0.04702,-0.0623226,0.997435,0.110107,-0.0236816,0,-0.00195312,0.00195312,0,0
1732389389740,3.71344,-2.86038,-132.899,-0.0468493,-0.0700769,0.997263,0.107544,-0.0804443,0,-0.00195312,0.00195312,0,0
1732389389802,3.72153,-2.87187,-132.899,-0.054285,-0.0699511,0.985102,0.0493164,-0.15564,0,-0.00195312,0.00195312,0,0
1732389389864,3.72337,-2.84184,-132.9,-0.0462503,-0.0623083,0.973713,-0.132935,-0.085083,0,-0.00195312,0.00195312,0,0
1732389389864,3.7305,-2.84217,-132.9,-0.0508451,-0.0661402,0.997198,-0.0662842,0.158569,0,-0.00195312,0.00195312,0,0
1732389389928,3.71387,-2.85408,-132.899,-0.0508451,-0.0661402,0.997198,0.110596,-0.0256348,0,-0.00195312,0.00195312,0,0
1732389389928,3.71672,-2.84187,-132.9,-0.0506315,-0.070015,0.99316,0.0472412,-0.147583,0,-0.00195312,0.00195312,0,0
1732389389991,3.70561,-2.84985,-132.899,-0.0466776,-0.0545588,0.981791,0.0498047,-0.0906982,0,-0.00195312,0.00195312,0,0
1732389390057,3.72528,-2.86124,-132.9,-0.0584097,-0.0660172,0.988991,-0.125732,0.288208,0,-0.00195312,0.00195312,0,0
1732389390115,3.73383,-2.88769,-132.899,-0.0547132,-0.0622015,0.993181,0.114502,0.160889,0,-0.00195312,0.00195312,0,0
1732389390115,3.69667,-2.88213,-132.899,-0.0466776,-0.0661945,0.989441,0.0515137,0.0372314,0,-0.00195312,0.00195312,0,0
1732389390183,3.70811,-2.89504,-132.899,-0.0547132,-0.0622015,0.993181,0.0515137,0.0372314,0,-0.00195312,0.00195312,0,0
1732389390183,3.69887,-2.90311,-132.898,-0.0587091,-0.0582657,0.993116,0.108276,-0.149414,0,-0.00195312,0.00195312,0,0
1732389390240,3.71445,-2.87992,-132.899,-0.0428534,-0.0740137,0.997328,0.052002,0.0350342,0,-0.00195312,0.00195312,0,0
1732389390303,3.71561,-2.87715,-132.899,-0.0506315,-0.070015,0.99316,0.0498047,-0.0238037,0,-0.00195312,0.00195312,0,0
1732389390303,3.71849,-2.87275,-132.9,-0.0546274,-0.0660791,0.993095,-0.0651855,0.221436,0,-0.00195312,0.00195312,0,0
1732389390368,3.72008,-2.88216,-132.899,-0.0505028,-0.070013,0.989206,-0.0715332,-0.0889893,0,-0.00195312,0.00195312,0,0
1732389390427,3.72414,-2.8843,-132.899,-0.0544138,-0.0583172,0.981405,-0.00634766,0.160645,0,-0.00195312,0.00195312,0,0
